"Glycemic Load","Total Kcal","Alchohol Intake","Carb Intake","Carbs Fructose","Carbs Glucose","Carbs Lactose","Carbs Maltose","Carbs Poly","Carbs Suchrose","Fat Intake","Protein Intake","Protein Animal","Protein Plant","Probiotics","Carb Fat Ratio","Carb Protein Ratio","Lifelines Diet Score","Lifelines Protein Score","Lowcarb Dietscore","Plantprotein Diet score","General Health"
-4.94045488208146,-4.42113504535563,0,0,0,0,0,0,-3.12687129632898,0,0,0,1.96734204848257,-4.22700083192481,0,0,0,-3.90892260788966,-2.38541733432167,0,-2.82512925485625,-6.04511179625298
-3.07871380450994,-3.66334309911909,0,0,0,0,0,0,0,0,0,0,0,0,2.28999692222737,0,0,-2.04506920692219,0,0,0,-4.97562946052334
0,-2.26427826603368,-2.63984341219135,0,0,0,0,0,0,2.47440577727759,0,0,0,-3.00516085339218,0,0,0,-3.60768584017085,-2.50690439749806,0,0,-4.53661614748858
0,-2.81626241505994,-3.93709146583067,2.62464464888312,0,2.46930198031125,0,0,0,3.99137837657666,0,-3.13325231013138,0,-3.84489966691266,-2.00588969387655,0,3.57529307177265,-3.64733881540168,-4.38917424478293,-2.56883694971633,0,-6.40437543300719
-2.37664329109812,-2.34924482408625,0,0,-2.62479973317133,0,0,0,-2.39476792653432,0,0,0,0,-4.47306321472083,0,0,0,-6.82640370731666,-4.01546274330322,0,-2.42064822691097,-5.69297082329223
-2.87178780637202,0,2.46213407699129,-3.53696762748274,-3.44448043905148,-2.25440716601702,0,-1.97948963455851,-5.75655659384839,0,0,0,3.1047545312861,-4.84119765335031,0,-2.68969103708616,-2.85174293387313,-3.4280611796346,-3.47928211848242,2.34912462238666,-3.9199825485504,-6.62749040238022
-3.04265640496066,0,0,0,6.28718411389058,2.7993021164585,0,-3.448570580107,0,-4.19052458633626,-2.11235351562592,5.15489354661226,3.10569206695784,3.64728221972414,0,0,-4.06501336965596,10.1880424020022,4.23184682607162,0,0,3.12542808675011
-2.72601939830434,0,3.41595313719692,0,1.99995663929524,0,0,-3.59307993136691,-3.71228086363499,0,0,2.47247116615063,3.43230397204956,-2.54052575860071,0,0,-2.67158366672608,0,0,0,-3.38017716828706,0
0,0,0,0,0,0,0,0,0,0,2.56470807987068,0,0,-4.12407397540855,0,-2.26940811096022,0,-5.63798641067203,-2.78620948183672,0,0,-5.3571722510764
-4.67255974869135,-2.92433904543657,3.52603200582887,-2.58970971623182,0,0,0,-4.28867337192469,-2.19567340354685,-2.97558181855269,0,3.48519877395549,2.29611265920076,0,0,0,-3.85749857668364,5.16619946986351,2.27770519358179,2.3482810794431,0,0
-4.95756626353037,-3.24334737948525,2.9847675324828,-4.22417521834213,0,0,0,-3.48811040231955,-5.10575708171082,0,2.77849421896125,0,3.58632460506774,-4.71965245059243,0,-3.64166710399377,-3.61119643651763,-3.28262110459274,-3.17729055475176,3.77349883945086,-4.92563517916754,-3.13446347981205
2.36881900845064,3.05118897717896,0,0,0,0,0,0,0,0,0,0,0,3.13589397831388,0,0,0,4.87371601611263,2.91346062222514,0,2.66709434293781,5.85590266907742
-3.07236419628389,-2.29586929489045,2.60736330867179,-1.96830135256812,0,0,0,-2.13655207754978,-2.03345746323664,0,0,3.70265126950301,3.95210957500615,0,2.38391650652931,0,-3.54354736045329,0,0,2.29894954358116,-3.10092338371982,2.5213588732229
-4.6634910341726,-2.97413902971084,3.77044353402508,-3.59601396923848,0,0,0,-4.80096026331559,-3.65998416848896,0,0,2.88885656015972,3.45906522446562,0,0,-2.04412392792864,-4.1119975725918,0,0,3.42812290134626,-3.31158619303086,0
-4.54580609759292,-3.07016683468049,0,-2.35474890060894,2.72269992965236,0,0,-4.86104897258132,0,-2.97222596069856,0,3.14110241723417,2.4291152439449,0,0,0,-3.35860710500336,2.57246265954678,0,2.74001514019952,0,0
-3.48447672821267,-3.00381797815474,0,0,4.21976527395028,2.98928728248984,0,0,0,0,-3.33966633929398,3.74201243817584,3.26376137518923,0,0,0,-2.33564826999609,3.85468280237275,0,0,-2.08361357372689,0
-2.97944530675409,-2.1072415192025,0,-2.06771805942493,0,0,0,-3.37240609532272,-2.45199686433432,0,0,2.72588862075806,3.75513292100085,-2.94418496512634,2.10297353663708,0,-3.06151379163038,-3.94256680152332,0,2.1155823721266,-4.05021993109248,-3.30088896178093
-3.869432603267,-3.47204325275589,0,0,4.94370911471981,3.25613448789524,0,0,0,-2.11144853021944,-2.35730071387881,4.09643317147968,0,4.69267176510852,0,0,-2.14729978779783,8.31884206523729,5.43103630246435,0,0,4.46724301371352
0,0,2.95369769915148,-3.43854757256694,-2.17386255132909,0,0,-2.11266202384884,-2.85087167449453,0,2.5074316422093,0,2.88954646289887,-2.72949127859418,0,-3.0586210439168,-3.19044560499507,0,0,3.11445009173269,-3.04301780668549,0
0,-2.30977160047776,2.49921563363451,0,-3.52227426842255,0,0,0,-3.83916783944053,2.69187067370558,0,-2.55756556607201,0,-6.15298042649485,0,0,0,-8.17905142079446,-5.8489582888042,0,-3.17725120102315,-8.09951198685902
3.24958007867421,2.07893292218991,-3.63358637989502,3.44845786254138,0,0,3.23725233725566,0,2.47101557865606,0,-2.1994158156563,0,0,2.24870778803105,0,2.91298385144261,0,3.29310295039701,2.11125053602523,-2.38253370132298,0,0
-4.25996849227926,-2.30115143770454,3.73194580582511,-4.4343343933209,-2.5280198772684,-2.37590196422234,0,-2.97436262913344,-5.17282162531231,0,0,2.69220876606515,4.07474929911206,-3.74210965238905,0,-3.03574247231017,-4.38526904074719,-2.22688268139656,-2.15137947853413,3.23063227904587,-4.51589666394637,-5.73491245362186
-3.85019299343185,0,6.45574324245158,-4.08672379099287,0,0,0,-3.30178330374736,-2.35579676409321,-2.80547283154732,0,3.81250139087171,2.80112679829106,0,0,0,-4.92753948024655,3.71040504590724,3.25043201823798,3.81783412620597,0,3.25518790956372
0,0,0,2.87605087536088,2.32569760698111,0,0,0,0,0,0,0,0,3.35538450452444,0,2.22701787618473,0,5.09040451763755,3.0292057940144,-1.99416503100016,2.91289645831889,5.41763302105761
-3.31745039394929,-2.42765000862122,0,-2.27884236517058,-1.97276047864692,0,0,-3.41587469698509,-2.51453761472947,0,0,0,0,-3.1804964207363,0,0,0,-3.89406158184397,-2.73830813846748,0,-2.3192007450922,-4.71050375666293
-4.13522029675811,-2.99408886270636,4.08646629853442,-2.78236380305784,0,0,0,-3.29230177264083,-2.30413441859829,0,0,0,2.98120890686404,-2.8988865480074,0,0,-2.96331158676836,0,0,0,-3.43555722938745,-2.25176768711589
5.96484417763947,3.39325642245737,-6.16233272403955,5.90143452062358,0,0,0,2.08974826217103,5.11093227084656,3.07630551322482,-1.98615863173186,-2.42823885748222,-3.81534001151335,3.45383706189968,-2.2298755648542,4.03471664358164,4.89753953280625,0,0,-4.6110373647069,4.31873630081146,0
-2.26191081767241,0,0,0,0,0,-5.53570610546479,0,0,0,0,0,-2.20984270807107,3.86062893532423,0,0,0,2.58521948335559,3.53716637940606,0,3.54366167376308,5.44580861448636
0,0,3.83459731060823,-4.37754013517552,-2.47666071940632,-2.11852801663696,0,0,0,-2.75562691483607,3.14804771904878,0,0,-2.64985159317148,0,-3.92619086433806,-2.85201270016451,0,-2.04539789350587,3.44585133903437,-2.23061977773403,4.26998579315041
3.58962895374617,3.11224896477894,-3.80291129651807,3.28790148366169,2.97904952298977,0,3.73490149848237,0,4.09617394301082,0,-2.09216864841477,0,0,3.24428837514956,0,2.92892044940018,0,6.7404768425554,3.55688711516323,0,0,0
0,2.05540914960385,2.79016502110799,-4.21350367819783,-2.57050027445291,-2.6198094926576,-2.25018368379774,0,0,-2.18855605979794,3.50564193375976,0,0,0,0,-4.01647380470762,-2.63135580520544,0,0,3.34354349186215,0,2.62355275536414
