"VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","empPV_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","VE_ID","CI_ID","empPV_ID","LogL_ID","Pv_ID","VE_Residual","CI_Residual","empPV_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq","Est_Sex","SE_Sex","P.Chisq_Sex","Trait","Trait.short","N","Nz","Prev","Model","VE_famID","CI_famID","empPV_famID","LogL_famID","Pv_famID"
NA,NA,NA,NA,NA,0.206354161527233,"0.08-0.33",0,-4948.2765585906,0.00190501604260056,0.793645838472767,"0.67-0.92",0,-4943.4571197627,-0.00590024524692015,0.000975925315565408,1.4867423464973e-09,-0.180819612037326,0.10960918839652,0.0990092876196822,0.0471391858820966,0.0202875222664116,0.0201493246801372,0.0408833997304508,0.032514123266774,0.208607258229283,"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","plastidic",3571,23,99.72,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.204096684601429,"0.07-0.33",0,-4263.45534318215,0.00216098405147539,0.795903315398571,"0.67-0.92",0,-4258.75158781999,-0.00402528039946991,0.00080555787245113,5.82636584860431e-07,-0.200055698142084,0.0904842918583348,0.0270397183121524,0.0275190490971183,0.0167477321238623,0.100351740690061,-0.0338411182679429,0.0268412685548907,0.207385655028352,"PWY.5973..cis.vaccenate.biosynthesis","biosynthesis",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.199551608606736,NA,0,-4393.28905939405,0.00258137140746233,0.800448391393264,NA,0,-4388.74805781101,-0.00558105460276822,0.00083523528893833,2.35679139185853e-11,-0.14888100310654,0.0938379932129702,0.112608959791513,0.029581894371962,0.0173685322788379,0.088532691101871,-0.0196487934541028,0.0278367291349952,0.480276102414168,"PANTO.PWY..phosphopantothenate.biosynthesis.I","I",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.20306187154778,"0.06-0.34",0,-4684.31975550916,0.00441622131634807,0.79693812845222,"0.66-0.93",0,-4680.26764329013,-0.00118132643078548,0.000906438142963718,0.192485313162246,-0.217962397309773,0.101820637089613,0.0323022334004076,0.0214003371462304,0.0188459910714788,0.25615001098767,0.0337041935490912,0.030204235259294,0.264475041572066,"ANAEROFRUCAT.PWY..homolactic.fermentation","fermentation",3571,18,99.78,"heritability.only",NA,NA,NA,NA,NA
0.0579409557235716,"0-0.12",0,-4558.08580346412,0.060119760730252,0.193811531017267,"0.06-0.33",0,-4560.30192796207,0.00476555485518274,0.748247513259161,"0.62-0.87",0,-4556.31876460486,-0.0037455073047785,0.000887652841127288,2.44776048636997e-05,-0.214981672465237,0.0984595733290228,0.0290025997740976,0.058463940325642,0.0182128692227794,0.00132718996793356,0.0630697839688839,0.0287505885247222,0.0282579398657783,"PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I","I",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.183654755795568,"0.05-0.31",0,-4437.01814674152,0.00525441589162036,0.816345244204432,"0.69-0.94",0,-4433.12328366165,-0.00518203992921368,0.000844991137752474,8.64239193748529e-10,-0.109690850297569,0.0950070860085416,0.248272944466833,0.0152442028274872,0.0175851683949727,0.386008633840841,0.0111511001903868,0.0281857705542907,0.692378950292826,"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","I",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.18330218549694,"0.05-0.31",0,-7935.99769095693,0.00556739032847992,0.81669781450306,"0.69-0.94",0,-7932.15506492543,0.00526043589252022,0.00225105458623464,0.0194456220823132,0.501997205524869,0.253103064924516,0.0473260363622137,-0.14025639457418,0.0468476794453413,0.0027545302427466,-0.218036310831022,0.0750882692594586,0.00368742079153048,"P108.PWY..pyruvate.fermentation.to.propanoate.I","I",3571,1071,86.95,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.181199390534048,NA,0,-4268.86318040584,0.00577285468221611,0.818800609465952,NA,0,-4265.05324380467,-0.00386241471496122,0.000806038417611701,1.65250921755304e-06,-0.251365476650783,0.0906383870960459,0.00554946304959937,0.0249961749579737,0.0167765913215846,0.136239064807309,-0.0348744495437532,0.0268900429515111,0.194655962389207,"PWY.7663..gondoate.biosynthesis..anaerobic.","anaerobic",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.191332062498817,NA,0,-4251.79400709845,0.00580725500573651,0.808667937501183,NA,0,-4247.98942740478,-0.00538782709659867,0.000802619508923523,1.90920067031543e-11,-0.0855689751770018,0.0902092079799571,0.342843716358586,0.000344596853474289,0.0166969958114641,0.983534224063005,-0.0369298164886265,0.0267613505142145,0.167596392549517,"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II","II",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.177337876808446,"0.05-0.3",0,-4458.64312324101,0.00618256583467138,0.822662123191554,"0.7-0.94",0,-4454.89496994559,-0.00503893351972667,0.000849873743190786,3.04715005473811e-09,-0.185871511511073,0.0955859539519018,0.051829357723552,0.0279544301841425,0.0176924218696815,0.11410164200764,0.0191523364410143,0.0283584161771046,0.499442671296701,"PWY.5097..L.lysine.biosynthesis.VI","VI",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.166114408830031,"0.05-0.29",0,-4793.42932275552,0.00682287079490616,0.833885591169969,"0.72-0.95",0,-4789.76981408277,-0.00401791683510695,0.000932857076298689,1.65402334884415e-05,-0.447180558005495,0.104978532309461,2.04670899368344e-05,0.0601583076314131,0.0194311632201861,0.00196169893222409,0.127038931751363,0.0311468160799597,4.52856497862271e-05,"PWY.6700..queuosine.biosynthesis","biosynthesis",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
0.062804901605583,"0-0.12",0,-4694.88242713342,0.0382741386683339,0.18295226527305,"0.05-0.32",0,-4696.24801943617,0.00804251726315133,0.754242833121368,"0.63-0.88",0,-4692.73602834987,-0.00383667763601816,0.000922889570061978,3.22109130575501e-05,-0.176078893993748,0.102297841868467,0.0852077136071641,0.0568560017846825,0.0189219318561508,0.00265784119711046,0.0564344146034291,0.0298339194738474,0.0585417371301229,"PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation","phosphorylation",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.173229703859523,NA,0,-4433.34073173233,0.00819154585890705,0.826770296140477,NA,0,-4429.84517586375,-0.00409569869628732,0.000843745966937159,1.20883080523022e-06,-0.0851753259873525,0.0949162702866089,0.369519758873463,0.00605216699941594,0.0175685405611524,0.730478651429613,-0.0184038789009161,0.0281603301312487,0.513408742992682,"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","biosynthesis",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.171014285636705,"0.04-0.3",0,-4402.0808680886,0.00889614235592138,0.828985714363294,"0.71-0.95",0,-4398.65908854125,-0.0045944889743215,0.000836308574464277,3.9343745655631e-08,-0.105566433690577,0.0940901080757422,0.261874494583553,0.00805309543482713,0.0174156621559294,0.643790660149858,-0.0186301469637935,0.0279155397043722,0.504532318287487,"PWY.5686..UMP.biosynthesis","biosynthesis",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
0.0646383108982837,"0-0.12",0,-4492.73879082342,0.0359353408347507,0.179736492529965,"0.04-0.31",0,-4493.95063551703,0.0089947964343868,0.755625196571752,"0.63-0.88",0,-4490.53870564693,-0.00395396467278424,0.000872352926696794,5.82817557220424e-06,-0.206319338292924,0.096667711762973,0.0328170117803089,0.0579925484538138,0.0178802085350215,0.00118115044303831,0.055907518974044,0.0281785407920774,0.047250720718501,"PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II","II",3571,0,100,"no-family",NA,NA,NA,NA,NA
0.0484190963484976,"0-0.11",0,-4181.64859041649,0.109109248373968,0.180845549182833,"0.04-0.31",0,-4183.76489978294,0.0091173465726702,0.77073535446867,"0.64-0.9",0,-4180.36505247375,-0.00543038377978832,0.000796746823362996,9.38087721842089e-12,-0.112786758416492,0.088610850650876,0.203077534467519,-0.00406991329850372,0.0163924077090301,0.803917474391149,-0.0404558535261098,0.0259426461235698,0.118893611240707,"HISTSYN.PWY..L.histidine.biosynthesis","biosynthesis",3571,0,100,"no-family",NA,NA,NA,NA,NA
0.0762602140832418,"0.02-0.14",0,-4236.76899559893,0.0138274573781972,0.180927550376427,"0.04-0.31",0,-4237.13327048854,0.00917423674782964,0.742812235540331,"0.61-0.88",0,-4233.73897573559,-0.00394371032732984,0.000814042407421359,1.26866631379882e-06,-0.153767387402533,0.0899653892764101,0.0874169056284058,0.00670104284936823,0.016638917783338,0.687144584995315,-0.0284072338072404,0.0261434796882235,0.277218211953501,"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.","threonine",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.174452566569507,"0.04-0.31",0,-4261.19869354695,0.0102060296333687,0.825547433430493,"0.7-0.95",0,-4257.8994049826,-0.00366914925986252,0.000804134958763574,5.04632526262319e-06,-0.115249430349516,0.0904547214698768,0.202623787843585,0.0133289086169558,0.0167427084970322,0.425972581804131,-0.0256889274187781,0.0268364815677671,0.338446624405311,"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation","degradation",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
0.0586930375393665,"0-0.12",0,-4769.02137362777,0.0616312096266751,0.188666122074733,"0.04-0.33",0,-4770.55255210732,0.0104572652740949,0.7526408403859,"0.61-0.9",0,-4767.27490589982,-0.00693347339167921,0.000941653880906125,1.7971382923964e-13,-0.191742610178342,0.104452051060902,0.0664020662355813,-0.0231668453347335,0.0193211592454899,0.230512341071325,-0.0639373610788089,0.0304949698973169,0.0360243301744984,"PWY.621..sucrose.degradation.III..sucrose.invertase.","invertase",3571,5,99.94,"no-family",NA,NA,NA,NA,NA
0.0478481973719461,"0-0.11",0,-5249.1538749136,0.109255285207028,0.181466425720784,"0.04-0.32",0,-5251.04023453358,0.0118199398701314,0.77068537690727,"0.64-0.9",0,-5247.87139465487,0.000766413003921792,0.00107423416104355,0.475566973023846,-0.354999968190585,0.119484296229277,0.00296733721452995,0.0523026580831803,0.0221039119805283,0.0179708949294221,0.0637998584378025,0.034986768630556,0.0682212710285554,"PWY.5484..glycolysis.II..from.fructose.6.phosphate.","phosphate",3571,17,99.79,"no-family",NA,NA,NA,NA,NA
0.0611537196615617,"0-0.12",0,-4580.09627190709,0.0463518995626739,0.185772524038145,"0.04-0.33",0,-4581.26485572942,0.0120334945256063,0.753073756300294,"0.61-0.88",0,-4578.11189200626,-0.00494805099055864,0.000893487001203755,3.06101715189286e-08,-0.0950359500746759,0.0990650972439262,0.337393389308393,-0.0270217389480044,0.0183242717224795,0.140308842665953,-0.0453172142387479,0.0289035409771743,0.116909702118849,"COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I","I",3571,7,99.91,"no-family",NA,NA,NA,NA,NA
0.0688970527282854,"0.01-0.13",0,-4518.63086073559,0.0234627564254553,0.174653467203957,"0.04-0.31",0,-4519.20953219233,0.0121334951283183,0.756449480067757,"0.63-0.89",0,-4516.06390355001,-0.00375596410312367,0.000879315306763413,1.94193458195284e-05,-0.177618468016163,0.0973636936334909,0.0681100178387306,0.0510335845615033,0.0180082149024934,0.00459828852607327,0.0516445455094775,0.028349783655801,0.068501885547699,"PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage","salvage",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.166666955071918,"0.04-0.3",0,-4376.4226595484,0.0125773528298556,0.833333044928082,"0.71-0.96",0,-4373.30885559115,-0.0050420060921716,0.000830194130668177,1.2531925053223e-09,-0.046699038398457,0.0934227863034442,0.617168198717449,0.00333262042538382,0.0172922242006454,0.847175406949224,-0.0311727463921524,0.0277181806191988,0.260745107392089,"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.","containing",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.159963785003617,"0.03-0.28",0,-4480.17898484267,0.0129164894139508,0.840036214996383,"0.72-0.96",0,-4477.08872883122,-0.00518277102063497,0.000854354642865173,1.308910632809e-09,-0.18573498567113,0.0961746525426643,0.0534551149868019,0.0350999146501307,0.0178017177786795,0.0486421459533399,0.0217896857186931,0.0285356568987138,0.445108613342647,"PWY.2942..L.lysine.biosynthesis.III","III",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
0.0587146165096472,"0-0.12",0,-4219.06893942309,0.0596026346380828,0.174760508309005,"0.04-0.31",0,-4220.36332463738,0.0132368417454096,0.766524875181348,"0.63-0.9",0,-4217.29473577179,-0.00387000775199889,0.000806809486194045,1.61316174238519e-06,-0.169583251437541,0.0895420726320062,0.0582389960651044,0.00576375891646573,0.0165630345416655,0.727848213798888,-0.0340708821711116,0.0261434947134273,0.192497614475806,"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.","engineered",3571,0,100,"no-family",NA,NA,NA,NA,NA
0.0538972464618332,"0-0.11",0,-4102.26797212239,0.0769770116042744,0.170317698646058,"0.03-0.3",0,-4103.73655442049,0.0137905175893813,0.775785054892109,"0.64-0.91",0,-4100.70417239117,-0.00496873895454958,0.000779853484488233,1.87341010286663e-10,-0.126467346378707,0.0866608527306166,0.144472511262778,0.000102604474350819,0.0160307718847135,0.99489319868136,-0.042803262918895,0.0253355792667136,0.0911327080929446,"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I","I",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.17142140743581,"0.03-0.31",0,-4349.75574947939,0.0139169219717284,0.82857859256419,"0.7-0.96",0,-4346.73142375875,-0.00246910016628472,0.000824253721404895,0.00273942830858131,-0.0989496369663116,0.0927319541879573,0.285949232727135,-0.0244341481333764,0.0171642665549204,0.154577512926536,-0.0811264893620049,0.0275125316899143,0.00319102806321158,"PWY66.422..D.galactose.degradation.V..Leloir.pathway.","pathway",3571,0,100,"heritability.only",NA,NA,NA,NA,NA
0.158909957945238,"0.1-0.21",0,-8345.7703539162,6.37594726801144e-08,0.163138134326195,"0.03-0.29",0,-8334.15787133683,0.0141392244466959,0.677951907728567,"0.56-0.8",0,-8331.14753299803,0.0215132783000457,0.00260901674672268,1.64138827884796e-16,-0.112835841628039,0.283105565495128,0.690214088536527,0.0457269205404025,0.0523327305898849,0.382241954312869,0.241128165123145,0.080513338845171,0.00274548618424471,"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis","biosynthesis",3571,2886,64.83,"no-family",NA,NA,NA,NA,NA
0.0939772319510001,"0.03-0.15",0,-4656.08571049605,0.00206689462641658,0.179555156015969,"0.04-0.32",0,-4654.32950423181,0.0144957133092169,0.726467612033031,"0.59-0.87",0,-4651.34113064395,-0.00454061960569747,0.000918649423389284,7.70432211248075e-07,-0.131414973542557,0.101125118385569,0.193762618827598,-0.039050321497515,0.0187003850932,0.0367789422194423,-0.0519294302706841,0.0292489409140925,0.0758270094842653,"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","degradation",3571,6,99.93,"no-family",NA,NA,NA,NA,NA
0.0486453774611164,"0-0.11",0,-4386.85070487871,0.115960258090494,0.165674853626438,"0.03-0.3",0,-4388.55644069201,0.0152918850179843,0.785679768912446,"0.65-0.92",0,-4385.61517867215,-0.00495117245043554,0.000843383147978022,4.34197970851452e-09,-0.0386419742629057,0.0938512627940433,0.680532695361933,0.00324619165704467,0.0173617423806468,0.851681143200069,-0.0276760078855723,0.0274771932455957,0.313821557567397,"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.","containing",3571,0,100,"no-family",NA,NA,NA,NA,NA
0.0492241457046352,"0-0.11",0,-4443.01720462166,0.107359514186156,0.1660330092775,"0.03-0.3",0,-4444.6249234732,0.0159524901452311,0.784742845017865,"0.65-0.91",0,-4441.72087179894,-0.00366094434865385,0.000856872692068399,1.93338315630642e-05,-0.149447858263278,0.0953382831148535,0.116985374059678,0.0347721510795104,0.0176367289475397,0.0486580319903736,0.0322932257397448,0.0279081464339752,0.247221121326773,"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","coli",3571,0,100,"no-family",NA,NA,NA,NA,NA
0.0637431946961676,"0-0.12",0,-4231.3948721111,0.0409218445196607,0.168536789993943,"0.03-0.3",0,-4232.18429568438,0.0164128522355607,0.76772001530989,"0.63-0.9",0,-4229.30524790544,-0.00410148494432028,0.000810290941873793,4.15439607053323e-07,-0.156793289811557,0.0898472206738628,0.0809657105469716,0.00945603431033664,0.0166186630640823,0.569355526310569,-0.0250908661417121,0.0261980068620958,0.338194130494274,"VALSYN.PWY..L.valine.biosynthesis","biosynthesis",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.158897743528174,"0.03-0.29",0,-6396.36758082921,0.0165711199315507,0.841102256471826,"0.71-0.8",0,-6393.49696243411,0.00513610981862196,0.0014610998293604,0.000439364375721939,-0.285850842923657,0.164484985260491,0.0822365927986208,0.0091766032313781,0.0304458481295714,0.763103869538106,0.0611849701043493,0.0488040617458231,0.209956149958608,"ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation","degradation",3571,7054,14.05,"heritability.only",NA,NA,NA,NA,NA
0.0959507937071856,"0.04-0.15",0,-4319.9561154784,0.00149996814536506,0.175032587364452,"0.03-0.32",0,-4317.73354618906,0.0176202543326972,0.729016618928362,"0.59-0.87",0,-4314.91678816359,-0.00538617981126617,0.000836302903494757,1.19107803218998e-10,-0.150015935108238,0.0920327817222934,0.103095753886867,-0.0170953829453816,0.0170186597350897,0.315133729605189,-0.0345640537205869,0.0266057723420124,0.193903230773924,"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation","degradation",3571,0,100,"no-family",NA,NA,NA,NA,NA
0.0671906683305658,"0.01-0.13",0,-4557.13074233455,0.026270765917202,0.165448018789846,"0.03-0.3",0,-4557.43457794434,0.0185252986062872,0.767361312879589,"0.63-0.9",0,-4554.66168793722,-0.00526563498746226,0.000888199012432122,3.05825207572879e-09,-0.0441093921035739,0.0984200107235819,0.654026875912253,0.0270563143873683,0.0182037397978048,0.137198393517566,0.0103773625325621,0.0286716471852856,0.717398260929521,"PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis","biosynthesis",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.158351734411204,"0.03-0.29",0,-6285.25224402013,0.0186822769805981,0.841648265588796,"0.71-0.97",0,-6282.48673709987,0.00566678575961345,0.00141633405724939,6.30691096829933e-05,-0.388112528547757,0.15944993407212,0.0149300485872807,0.000724167090863126,0.0295138886149021,0.980424681495742,0.0812207165122433,0.0473102576475,0.0860216468092598,"ORNDEG.PWY..superpathway.of.ornithine.degradation","degradation",3571,7135,13.06,"heritability.only",NA,NA,NA,NA,NA
0.0751363527310835,"0.01-0.14",0,-5034.89731926102,0.0164323816874383,0.170930024576565,"0.03-0.31",0,-5034.75628027552,0.0193021929273563,0.753933622692352,"0.61-0.9",0,-5032.01931614871,-0.00409791554502303,0.00101733196905865,5.62292773215032e-05,-0.150940127177689,0.112501508441702,0.17970235992615,-0.0499233226077827,0.020806923652336,0.0164237108527584,-0.0509830716680218,0.0327036144156162,0.119009865200568,"PWY.5177..glutaryl.CoA.degradation","degradation",3571,14,99.83,"no-family",NA,NA,NA,NA,NA
0.0433432488246008,"0-0.1",0,-4197.10849131314,0.155367104521115,0.161965404903206,"0.02-0.3",0,-4198.77501219502,0.0207009998911243,0.794691346272193,"0.66-0.93",0,-4196.09911685202,-0.00504912174392057,0.000798619830232629,2.57682593730423e-10,-0.0873632178668455,0.0889924836088464,0.326251559916872,-0.00503004198129511,0.016463790088999,0.759968991265703,-0.0422542520716226,0.02609250875824,0.10536086929827,"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis","biosynthesis",3571,0,100,"no-family",NA,NA,NA,NA,NA
0.0572624191982561,"0-0.12",0,-4510.81896106515,0.0593517740897283,0.158181319915736,"0.02-0.29",0,-4511.68247449298,0.0215416233117104,0.784556260886008,"0.66-0.91",0,-4509.04125788597,-0.00379949854125408,0.000874585244104095,1.39692918414348e-05,-0.162708394306173,0.0971608432455417,0.0940069880363235,0.0519297042353686,0.0179724268393295,0.00385965856029804,0.0470053924190477,0.0283812392877543,0.0976785848418507,"PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I","I",3571,0,100,"no-family",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,0.15233115720456,"0.02-0.28",0,-6399.64887763104,0.021659057483084,0.84766884279544,"0.72-0.97",0,-6397.01239378189,0.00538283903401713,0.00146198912550716,0.000231538706319284,-0.284343684872102,0.164641394874462,0.0841589417316039,0.00130619324791977,0.0304750350832443,0.965812265218676,0.0611104134195735,0.0488521865851156,0.21096190222982,"ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation","degradation",3571,7054,14.05,"heritability.only",NA,NA,NA,NA,NA
