"CARD.ARO_3000180" "CARD.ARO_3000195" "CARD.ARO_3003559" "CARD.ARO_3000578" "CARD.ARO_3004454" "CARD.ARO_3000190" "CARD.ARO_3000205" "CARD.ARO_3000378" "CARD.ARO_3002654" "CARD.ARO_3000498" "CARD.ARO_3000595" "CARD.ARO_3000250" "CARD.ARO_3002932" "CARD.ARO_3002956" "CARD.ARO_3002950" "CARD.ARO_3002242" "CARD.ARO_3004460" "CARD.ARO_3003361" "CARD.ARO_3000800" "CARD.ARO_3000801" "CARD.ARO_3000802" "CARD.ARO_3002686" "CARD.ARO_3002897" "CARD.ARO_3000464" "CARD.ARO_3002660" "CARD.ARO_3000593" "CARD.ARO_3000522" "CARD.ARO_3000230" "CARD.ARO_3001216" "CARD.ARO_3003378" "CARD.ARO_3003577" "CARD.ARO_3000792" "CARD.ARO_3000793" "CARD.ARO_3000794" "CARD.ARO_3003578" "CARD.ARO_3000833" "CARD.ARO_3000074" "CARD.ARO_3003308" "CARD.ARO_3002986" "CARD.ARO_3000656" "CARD.ARO_3000499" "CARD.ARO_3000502" "CARD.ARO_3000796" "CARD.ARO_3003381" "CARD.ARO_3001214" "CARD.ARO_3002867" "CARD.ARO_3000375" "CARD.ARO_3001816" "CARD.ARO_3000596" "CARD.ARO_3003693" "CARD.ARO_3003030" "CARD.ARO_3003031" "CARD.ARO_3002528" "CARD.ARO_3002705" "CARD.ARO_3002635" "CARD.ARO_3003311" "CARD.ARO_3000167" "CARD.ARO_3000774" "CARD.ARO_3000412" "CARD.ARO_3003297" "CARD.ARO_3000005" "CARD.ARO_3002944" "CARD.ARO_3002923" "CARD.ARO_3003070" "CARD.ARO_3002957" "CARD.ARO_3002695" "CARD.ARO_3002604" "CARD.ARO_3003369" "CARD.ARO_3001796" "CARD.ARO_3003839" "CARD.ARO_3002372" "CARD.ARO_3002628" "CARD.ARO_3004191" "CARD.ARO_3000781" "CARD.ARO_3000782" "CARD.ARO_3002837" "CARD.ARO_3002965" "CARD.ARO_3002909" "CARD.ARO_3003069" "CARD.ARO_3002972" "CARD.ARO_3002539" "CARD.ARO_3002881" "CARD.ARO_3002882" "CARD.ARO_3004042" "CARD.ARO_3003773" "CARD.ARO_3002860" "CARD.ARO_3002639" "CARD.ARO_3003380" "CARD.ARO_3001329" "CARD.ARO_3000621" "CARD.ARO_3002968" "CARD.ARO_3002667" "CARD.ARO_3000194" "CARD.ARO_3002804" "CARD.ARO_3002848" "CARD.ARO_3003379" "CARD.ARO_3002859" "CARD.ARO_3002612" "CARD.ARO_3000768" "CARD.ARO_3000413" "CARD.ARO_3002934" "CARD.ARO_3000237" "CARD.ARO_3002507" "CARD.ARO_3003022" "CARD.ARO_3003097" "CARD.ARO_3002999" "CARD.ARO_3001654" "CARD.ARO_3000858" "CARD.ARO_3000813" "CARD.ARO_3002795" "CARD.ARO_3002872" "CARD.ARO_3000410" "CARD.ARO_3002756" "CARD.ARO_3001970" "CARD.ARO_3004032" "CARD.ARO_3004033" "CARD.ARO_3001777" "CARD.ARO_3003583" "CARD.ARO_3001677" "CARD.ARO_3002666" "CARD.ARO_3000823" "CARD.ARO_3000567" "CARD.ARO_3003078" "CARD.ARO_3002630" "CARD.ARO_3003206" "CARD.ARO_3002836" "CARD.ARO_3002669" "CARD.ARO_3002647" "CARD.ARO_3002930" "CARD.ARO_3000013" "CARD.ARO_3002863" "CARD.ARO_3002858" "CARD.ARO_3004128" "CARD.ARO_3003775" "CARD.ARO_3003163" "CARD.ARO_3003209" "CARD.ARO_3003573" "CARD.ARO_3003817" "CARD.ARO_3003574" "CARD.ARO_3003167" "CARD.ARO_3003808" "CARD.ARO_3002578" "CARD.ARO_3000620" "CARD.ARO_3003818" "CARD.ARO_3003801" "CARD.ARO_3002831" "CARD.ARO_3003838" "CARD.ARO_3004035" "CARD.ARO_3004036" "CARD.ARO_3004114" "CARD.ARO_3000316" "CARD.ARO_3000206" "CARD.ARO_3000254" "CARD.ARO_3000829" "CARD.ARO_3000027" "CARD.ARO_3003033" "CARD.ARO_3003702" "CARD.ARO_3004126" "CARD.ARO_3000166" "CARD.ARO_3000753" "CARD.ARO_3002895" "CARD.ARO_3003704" "CARD.ARO_3003705" "CARD.ARO_3003698" "CARD.ARO_3003699" "CARD.ARO_3003700" "CARD.ARO_3003303" "CARD.ARO_3000795" "CARD.ARO_3000518" "CARD.ARO_3003550" "CARD.ARO_3003549" "CARD.ARO_3003548" "CARD.ARO_3003576" "CARD.ARO_3002665" "CARD.ARO_3002069" "CARD.ARO_3003199" "CARD.ARO_3001855" "CARD.ARO_3004122" "CARD.ARO_3002683" "CARD.ARO_3002655" "CARD.ARO_3002685" "CARD.ARO_3002533" "CARD.ARO_3002688" "CARD.ARO_3002645" "CARD.ARO_3004039" "CARD.ARO_3000191" "CARD.ARO_3004359" "CARD.ARO_3002854" "CARD.ARO_3003389" "CARD.ARO_3003374" "CARD.ARO_3004041" "CARD.ARO_3000196" "CARD.ARO_3003479" "CARD.ARO_3002641" "CARD.ARO_3000168" "CARD.ARO_3002415" "CARD.ARO_3000186" "CARD.ARO_3000777" "CARD.ARO_3002835" "CARD.ARO_3001338" "CARD.ARO_3000556" "CARD.ARO_3002629" "CARD.ARO_3003918" "CARD.ARO_3003295" "CARD.ARO_3002525" "CARD.ARO_3003889" "CARD.ARO_3003899" "CARD.ARO_3003900" "CARD.ARO_3003893" "CARD.ARO_3003890" "CARD.ARO_3003585" "CARD.ARO_3004089" "CARD.ARO_3003955" "CARD.ARO_3003679" "CARD.ARO_3003680" "CARD.ARO_3003681" "CARD.ARO_3000506" "CARD.ARO_3000377" "CARD.ARO_3000379" "CARD.ARO_3002679" "CARD.ARO_3003686" "CARD.ARO_3000149" "CARD.ARO_3003895" "CARD.ARO_3003896" "CARD.ARO_3004077" "CARD.ARO_3003709" "CARD.ARO_3004107" "CARD.ARO_3000814" "CARD.ARO_3000803" "CARD.ARO_3000804" "CARD.ARO_3000805" "CARD.ARO_3004072" "CARD.ARO_3004075" "CARD.ARO_3004074" "CARD.ARO_3004073" "CARD.ARO_3003684" "CARD.ARO_3002985" "CARD.ARO_3000819" "CARD.ARO_3003692" "CARD.ARO_3003710" "CARD.ARO_3004056" "CARD.ARO_3000818" "CARD.ARO_3000806" "CARD.ARO_3000807" "CARD.ARO_3000808" "CARD.ARO_3000809" "CARD.ARO_3004069" "CARD.ARO_3004059" "CARD.ARO_3003582" "CARD.ARO_3003685" "CARD.ARO_3003682" "CARD.ARO_3004038" "CARD.ARO_3000676" "CARD.ARO_3004127" "CARD.ARO_3000832" "CARD.ARO_3000830" "CARD.ARO_3003288" "CARD.ARO_3000822" "CARD.ARO_3000025" "CARD.ARO_3000216" "CARD.ARO_3003807" "CARD.ARO_3003841" "CARD.ARO_3003751" "CARD.ARO_3003950" "CARD.ARO_3003390" "CARD.ARO_3004049" "CARD.ARO_3004045" "CARD.ARO_3003820" "CARD.ARO_3003952" "CARD.ARO_3000516" "CARD.ARO_3000024" "CARD.ARO_3003511" "CARD.ARO_3004290" "CARD.ARO_3000826" "CARD.ARO_3003926" "CARD.ARO_3002597" "CARD.ARO_3004054" "CARD.ARO_3003316" "CARD.ARO_3000616" "CARD.ARO_3002644" "CARD.ARO_3003386" "CARD.ARO_3003924" "CARD.ARO_3003907" "CARD.ARO_3002459" "CARD.ARO_3003925" "CARD.ARO_3000215" "CARD.ARO_3003922" "CARD.ARO_3003923" "CARD.ARO_3000780" "CARD.ARO_3003730" "CARD.ARO_3004468" "CARD.ARO_3003966" "CARD.ARO_3003968" "CARD.ARO_3002676" "CARD.ARO_3002626" "CARD.ARO_3000615" "CARD.ARO_3002613" "CARD.ARO_3003930" "CARD.ARO_3000263" "CARD.ARO_3000828" "CARD.ARO_3000491" "CARD.ARO_3000508" "CARD.ARO_3003109"
"Sample472" 0 0 0 0 0 0.0196618788899686 0 0 0 0.168062250511875 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00898828749255709 0 0 0.00217108393540025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00385527037058208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0355720676057777 0 0 0 0 0 0 0 0 0 0 0 0 0.0711936963540484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0032749532350226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000567442392206886 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00113488478441377 0 0.000780233289284468 0.570410552412275 0 0 0 0 0 0.000693540701586194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00093627994714136 0 0 0 0 0 0 0 0 0 0 0
"Sample473" 0 0 0 0 0.00522047655228023 0.00861378631126238 0 0 0 0.0010767232889078 0 0 0.000340465862105233 0 0 0 0 0 0 0 0 0 0.00138329770318795 0 0.000430689315563119 0 0 0 0.010767232889078 0 0.00662598947020183 0.0331299473510091 0 0 0.00586216012849801 0 0.0132519789404036 0 0.00662598947020183 0 0.0132519789404036 0.00662598947020183 0.00358907762969266 0.00993898420530278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0265039578808073 0 0 0 0.00662598947020183 0 0 0 0.0364990945392473 0 0 0 0 0 0 0 0.00239271841979511 0 0 0 0 0.00151119058092323 0 0 0 0.349991738541819 0 0 0 0 0 0 0 0 0 0 0 0.0665610760415729 0.0188067863679516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0326652675699821 0 0 0 0 0 0.00362685739421574 0.00478543683959021 0 0 0 0 0 0 0 0 0 0 0.000598179604948776 0 0 0 0 0 0 0.0010504617452759 0 0 0 0 0 0.00478543683959021 0 0 0 0 0 0 0 0.000453357174276968 0 0 0 0 0 0.00590203876882792 0.00151119058092323 0.00391535741421017 0.00638058245278695 0.0100972717315353 0.00634070381245703 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0265039578808073 0 0 0 0 0 0.00319029122639347 0 0 0 0 0 0 0 0 0 0.00168897770809067 0 0 0 0.00662598947020183 0.00151119058092323 0.00662598947020183 0.013587222455265 0.0143563105187707 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00499349931087675 0 0 0.00662598947020183 0.00993898420530278 0 0 0 0.00330819329345584 0.00615270450804456 0 0.0265039578808073 0.00662598947020183 0.0198779684106055 0 0.00496949210265138 0 0.00662598947020183 0.00906714348553935 0.000598179604948776 0.00229700968300331 0 0.00239271841979511 0 0 0.0172275726225247 0 0 0.00662598947020183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00249674965543837 0.00861378631126236 0.000652559569035029 0
"Sample474" 0 0 0.10128153900208 0 0.0101766139667161 0.101511724317993 0 0 0 0.066930807242633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00840676805946115 0 0.00805648605698361 0 0 0 0 0.0035806604697705 0.00268549535232787 0 0.014873512720585 0.00257807553823475 0.014873512720585 0.00134274767616394 0 0 0.00268549535232787 0 0 0.0116490367655057 0.00568693133434136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.272801098401104 0 0 0 0 0 0 0 0 0 0 0 0 0.0509411676340766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0637426093006128 0 0 0 0 0 0.0101766139667161 0.0161129721139672 0 0 0 0 0 0 0 0 0 0 0.00134274767616394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00169610232778602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.282596741691117 0 0 0 0 0 0.00716132093954098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00161129721139672 0 0 0 0 0 0 0 0 0 0 0 0.00257807553823475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0386711330735213 0 0
"Sample475" 0 0 0 0 0 0.065795574726248 0 0 0 0.0016448893681562 0 0 0 0 0 0 0 0 0 0 0 0 0.00521178739703482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00440093739867218 0.000967581981268352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0591044993303584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.252978213280781 0 0 0 0 0 0 0 0 0 0 0 0.0438637164841653 0.0865819946829601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0808630461678866 0 0 0 0 0 0.00761843496830239 0.0237595130955896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.22269271445807 0 0 0 0 0 0.00731061941402755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0118797565477948 0 0 0 0 0 0 0
"Sample476" 0 0 0.0420436133891838 0 0 0.0294305293724286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00272504901596561 0.00498724241582041 0 0.03591040908513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00335072440672811 0.00649202853803572 0 0 0 0 0 0 0 0 0 0 0 0.0550044265392328 0 0 0 0 0 0 0 0 0 0 0 0 0.011319434374011 0 0 0 0.0224470139281235 0 0 0.000886461728085199 0.0049050882287381 0 0 0 0 0 0 0.0504258784155742 0 0 0 0 0 0.458806463163861 0 0 0 0 0 0 0 0.000788317751047195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0665303837793944 0 0 0 0 0 0.0317539922176203 0.0122627205718452 0 0 0 0 0 0 0 0 0 0 0.0143065073338195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0452777374960439 0 0 0 0 0 0.0245254411436905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00282985859350275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sample477" 0 0 0 0 0 0.0394298887628753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00800251929571657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00386567536890935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0133660639874154 0 0 0 0.0262865925085835 0 0 0 0 0 0 0.00230584144812137 0 0 0 0 0 0.425104929375655 0 0 0 0 0 0 0 0 0 0 0 0.047793804561061 0.0682600172500831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0145353474228824 0 0 0 0 0 0.0359711265906932 0.230007684450106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0808818231033338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00182545781309608 0 0 0 0 0 0 0
"Sample478" 0 0 0.00797293663354931 0 0 0.0879016263848811 0 0 0 0.106399606003238 0 0 0 0 0 0 0 0 0 0 0 0 0.000143512859403888 0 0.00408445151171853 0 0 0 0.00523223966576673 0 0.00386380775318159 0.00386380775318159 0.00772761550636317 0.0018603518811615 0.00133945335443628 0 0.0115914232595448 0 0.0154552310127263 0 0 0.00386380775318159 0.00273979095225604 0.00386380775318159 0.000873622593921125 0.000202538309642583 0.0070173567282048 0 0 0 0 0 0 0.000465087970290377 0 0 0 0 0.0180356219215763 0 0 0 0 0 0 0 0 0.0115914232595448 0 0 0 0 0 0 0 0.00212836867760002 0 0 0 0 0 0 0 0.0020928958663067 0 0 0.00514363881101462 0 0.00264365793638741 0 0 0 0.0100282757720296 0 0 0 0 0.00348815977717782 0 0 0 0.00330457242048426 0 0 0.165975741745366 0.0151848202248053 0 0 0 0 0 0.00697631955435565 0 0 0 0 0 0 0 0 0 0.00563600993537136 0 0 0 0 0 0.000793097380916221 0.0258123823511159 0 0 0 0 0.0154552310127263 0 0 0 0 0 0 0 0 0 0 0 0.00072272663009152 0.00061255488769952 0 0 0 0 0.00141042982294582 0 0 0.00239188099006479 0 0 0.00386380775318159 0 0 0 0 0 0 0 0 0.00176733428710343 0.00207715980716153 0.00228315912688003 0.00744140752464603 0.00619497176426782 0.00348815977717782 0 0 0 0 0 0 0 0 0 0 0 0 0.00239188099006479 0.208645618671806 0 0 0 0 0 0.000930175940580753 0 0 0 0 0.00109194566937741 0 0 0 0 0 0 0 0 0.00772761550636317 0.00139526391087113 0.00386380775318159 0.0131553454453563 0.0223242225739381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00145592755916987 0 0.00772761550636317 0.00772761550636317 0 0 0.00772761550636317 0.000418579173261339 0.0035878214850972 0 0.00386380775318159 0.00386380775318159 0.00386380775318159 0 0.000965951938295397 0.00478376198012959 0.0012879359177272 0.00264365793638741 0.00308951294550036 0.000669726677218142 0 0.00418579173261339 0.0341839658163427 0 0.0100459001582721 0 0 0.00772761550636317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000348815977717782 0 0 0.00837158346522677 0.00148901682187828 0 0.00304421216917337 0
"Sample479" 0 0 0.0573325872522457 0 0.010033202769143 0.110365230460573 0 0 0 0.00501660138457151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0064730340446084 0.0177056519455465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.180257541276128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155039385948442 0 0 0 0 0 0 0 0 0.00528063303639105 0 0 0.0790494763629449 0.1361368930046 0 0 0.00041979927904364 0 0 0 0 0 0 0 0 0.000654695123598239 0 0 0 0.0132038685793051 0 0 0 0 0 0.0316837982183463 0.111480030768256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000790015966074253 0 0 0 0 0 0.00278700076920639 0 0 0 0 0.000687205669119384 0 0 0 0 0 0 0.00608072895099576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0617427862716493 0 0 0 0 0 0.0594560164097364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00445920123073022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00371600102560852 0 0.00233330296956814 0 0 0 0.00858455851905284 0 0 0 0 0 0 0 0 0 0 0.00581634943138725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0308713931358246 0 0 0 0 0 0 0 0 0 0 0.00836100230761917 0 0 0 0 0 0 0
"Sample480" 0 0 0.00210205624341212 0 0 0.143780647049389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00100898699683782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0128261058920061 0 0 0.00357515077619698 0.00672657997891877 0 0 0 0 0 0 0 0 0 0 0 0 0.400355419429489 0 0 0 0 0 0 0 0 0 0 0 0 0.0640546356875037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.150070436120586 0 0.00240234999247099 0 0 0 0.00716911813542658 0.018918506190709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00100898699683782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sample481" 0 0 0 0 0 0.0179752631056147 0 0 0 0.319683140770623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000719010524224585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00553085018634296 0 0.00057984719695531 0.00105736841797733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00156306635700997 0 0 0 0 0 0.0271458008444089 0 0 0 0 0 0 0 0 0 0 0 0.575208419379668 0.0165470198416173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00261458372445304 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00217881977037753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0331851011180577 0 0 0 0 0 0.00532600388314507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00171192981958235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000998625728089702 0 0 0 0 0.0143802104844917 0 0
"Sample482" 0 0 0 0 0.00337189248910517 0.0166908678210706 0 0 0 0.00320978227328281 0 0 0 0 0 0 0.000585644484949846 0 0 0 0 0 0.000701619402659125 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0085594193954208 0 0 0 0 0 0 0.0085594193954208 0 0 0.000818179795150519 0 0 0 0 0 0 0 0 0 0 0 0.018525488809638 0 0 0 0 0 0 0 0 0.0085594193954208 0 0 0 0.0085594193954208 0 0 0 0.01037285570801 0 0 0 0 0 0 0 0 0 0 0.00316163145860605 0 0 0 0 0 0.626795770758988 0 0 0 0 0 0 0 0 0 0 0 0.020231354934631 0.00800876224643175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0153421108254285 0 0 0 0 0 0.00292822242474922 0.0015454507241732 0 0 0 0 0.0171188387908416 0 0 0 0 0 0.000772725362086601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00264934409858263 0 0 0 0 0 0 0 0 0 0 0 0.00103030048278213 0 0.00168594624455259 0 0.000556362260702354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.145510129722153 0 0 0 0 0 0.00618180289669281 0 0 0 0 0 0 0 0 0.00206060096556427 0 0 0 0 0 0.00585644484949846 0.0171188387908416 0.00132467204929132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000806322116959933 0 0.0085594193954208 0 0 0 0 0 0 0 0.0085594193954208 0 0 0 0 0.00264934409858263 0 0.00195214828316615 0 0 0 0 0 0 0.0333817356421412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000772725362086601 0 0 0.00309090144834641 0 0 0 0
"Sample483" 0 0 0.018319066052887 0 0 0.0256466924740418 0 0 0 0.17780062763254 0 0 0 0 0 0 0 0 0 0 0 0 0.000808565674058461 0 0.0268052930551059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00617442904676291 0 0 0 0 0 0 0 0 0 0 0 0 0.141525115558957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0428667542972876 0 0 0 0 0 0.0692010754825899 0 0 0 0 0 0 0 0 0 0 0 0.00854889749134726 0.239361892478003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0363470070349999 0 0 0 0 0 0.00202473887952961 0.0605546905637098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0690487874301124 0 0 0 0 0 0.0356204062139469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00267153046604602 0 0 0 0 0 0 0
